referenceTime,surface_snow_thickness,surface_temperature,air_temperature,wind_speed,wind_from_direction,sum(precipitation_amount PT1H),relative_humidity,dew_point_temperature,time
2023-12-20 13:40:00+00:00,37,-2.6,,,,,,,2023-12-20 13:40:00+00:00
2023-12-20 13:50:00+00:00,37,-3.1,,,,,,,2023-12-20 13:50:00+00:00
2023-12-20 14:00:00+00:00,37,-3.1,-2.3,0.0,0.0,0.1,96.0,-2.7,2023-12-20 14:00:00+00:00
2023-12-20 14:10:00+00:00,37,-2.4,,,,,,,2023-12-20 14:10:00+00:00
2023-12-20 14:20:00+00:00,37,-2.4,,,,,,,2023-12-20 14:20:00+00:00
2023-12-20 14:30:00+00:00,38,-2.4,,,,,,,2023-12-20 14:30:00+00:00
2023-12-20 14:40:00+00:00,39,-2.4,,,,,,,2023-12-20 14:40:00+00:00
2023-12-20 14:50:00+00:00,40,-2.6,,,,,,,2023-12-20 14:50:00+00:00
2023-12-20 15:00:00+00:00,40,-3.2,-2.3,3.2,344.0,0.6,96.0,-2.7,2023-12-20 15:00:00+00:00
2023-12-20 15:10:00+00:00,40,-2.6,,,,,,,2023-12-20 15:10:00+00:00
2023-12-20 15:20:00+00:00,40,-2.4,,,,,,,2023-12-20 15:20:00+00:00
2023-12-20 15:30:00+00:00,40,-2.3,,,,,,,2023-12-20 15:30:00+00:00
2023-12-20 15:40:00+00:00,39,-2.2,,,,,,,2023-12-20 15:40:00+00:00
2023-12-20 15:50:00+00:00,39,-2.3,,,,,,,2023-12-20 15:50:00+00:00
2023-12-20 16:00:00+00:00,40,-2.3,-2.3,2.7,320.0,0.3,96.0,-2.7,2023-12-20 16:00:00+00:00
2023-12-20 16:10:00+00:00,40,-2.5,,,,,,,2023-12-20 16:10:00+00:00
2023-12-20 16:20:00+00:00,40,-2.4,,,,,,,2023-12-20 16:20:00+00:00
2023-12-20 16:30:00+00:00,40,-2.1,,,,,,,2023-12-20 16:30:00+00:00
2023-12-20 16:40:00+00:00,40,-2.3,,,,,,,2023-12-20 16:40:00+00:00
2023-12-20 16:50:00+00:00,40,-2.2,,,,,,,2023-12-20 16:50:00+00:00
2023-12-20 17:00:00+00:00,40,-2.0,-1.7,1.8,321.0,0.2,96.0,-2.2,2023-12-20 17:00:00+00:00
2023-12-20 17:10:00+00:00,40,-1.9,,,,,,,2023-12-20 17:10:00+00:00
2023-12-20 17:20:00+00:00,40,-1.9,,,,,,,2023-12-20 17:20:00+00:00
2023-12-20 17:30:00+00:00,40,-2.1,,,,,,,2023-12-20 17:30:00+00:00
2023-12-20 17:40:00+00:00,40,-2.1,,,,,,,2023-12-20 17:40:00+00:00
2023-12-20 17:50:00+00:00,40,-2.0,,,,,,,2023-12-20 17:50:00+00:00
2023-12-20 18:00:00+00:00,40,-2.0,-1.8,1.4,8.0,0.1,96.0,-2.2,2023-12-20 18:00:00+00:00
2023-12-20 18:10:00+00:00,40,-2.0,,,,,,,2023-12-20 18:10:00+00:00
2023-12-20 18:20:00+00:00,40,-1.9,,,,,,,2023-12-20 18:20:00+00:00
2023-12-20 18:30:00+00:00,40,-2.0,,,,,,,2023-12-20 18:30:00+00:00
2023-12-20 18:40:00+00:00,40,-2.0,,,,,,,2023-12-20 18:40:00+00:00
2023-12-20 18:50:00+00:00,40,-2.0,,,,,,,2023-12-20 18:50:00+00:00
2023-12-20 19:00:00+00:00,40,-2.0,-1.7,3.8,326.0,0.3,95.0,-2.4,2023-12-20 19:00:00+00:00
2023-12-20 19:10:00+00:00,40,-2.0,,,,,,,2023-12-20 19:10:00+00:00
2023-12-20 19:20:00+00:00,40,-1.9,,,,,,,2023-12-20 19:20:00+00:00
2023-12-20 19:30:00+00:00,41,-2.0,,,,,,,2023-12-20 19:30:00+00:00
2023-12-20 19:40:00+00:00,41,-2.2,,,,,,,2023-12-20 19:40:00+00:00
2023-12-20 19:50:00+00:00,41,-2.1,,,,,,,2023-12-20 19:50:00+00:00
2023-12-20 20:00:00+00:00,41,-2.1,-1.9,2.3,319.0,0.3,96.0,-2.4,2023-12-20 20:00:00+00:00
2023-12-20 20:10:00+00:00,41,-2.1,,,,,,,2023-12-20 20:10:00+00:00
2023-12-20 20:20:00+00:00,41,-2.2,,,,,,,2023-12-20 20:20:00+00:00
2023-12-20 20:30:00+00:00,41,-2.3,,,,,,,2023-12-20 20:30:00+00:00
2023-12-20 20:40:00+00:00,41,-2.3,,,,,,,2023-12-20 20:40:00+00:00
2023-12-20 20:50:00+00:00,41,-2.2,,,,,,,2023-12-20 20:50:00+00:00
2023-12-20 21:00:00+00:00,41,-2.7,-1.9,1.6,278.0,0.1,94.0,-2.7,2023-12-20 21:00:00+00:00
2023-12-20 21:10:00+00:00,41,-2.7,,,,,,,2023-12-20 21:10:00+00:00
2023-12-20 21:20:00+00:00,41,-3.4,,,,,,,2023-12-20 21:20:00+00:00
2023-12-20 21:30:00+00:00,41,-5.0,,,,,,,2023-12-20 21:30:00+00:00
2023-12-20 21:40:00+00:00,41,-6.1,,,,,,,2023-12-20 21:40:00+00:00
2023-12-20 21:50:00+00:00,41,-3.7,,,,,,,2023-12-20 21:50:00+00:00
2023-12-20 22:00:00+00:00,41,-3.6,-2.4,0.7,13.0,0.0,95.0,-3.3,2023-12-20 22:00:00+00:00
2023-12-20 22:10:00+00:00,41,-4.0,,,,,,,2023-12-20 22:10:00+00:00
2023-12-20 22:20:00+00:00,40,-4.2,,,,,,,2023-12-20 22:20:00+00:00
2023-12-20 22:30:00+00:00,40,-3.4,,,,,,,2023-12-20 22:30:00+00:00
2023-12-20 22:40:00+00:00,40,-3.3,,,,,,,2023-12-20 22:40:00+00:00
2023-12-20 22:50:00+00:00,40,-2.8,,,,,,,2023-12-20 22:50:00+00:00
2023-12-20 23:00:00+00:00,40,-3.0,-2.6,1.4,141.0,0.0,97.0,-3.0,2023-12-20 23:00:00+00:00
2023-12-20 23:10:00+00:00,40,-2.6,,,,,,,2023-12-20 23:10:00+00:00
2023-12-20 23:20:00+00:00,40,-2.5,,,,,,,2023-12-20 23:20:00+00:00
2023-12-20 23:30:00+00:00,40,-2.5,,,,,,,2023-12-20 23:30:00+00:00
2023-12-20 23:40:00+00:00,40,-2.5,,,,,,,2023-12-20 23:40:00+00:00
2023-12-20 23:50:00+00:00,40,-2.5,,,,,,,2023-12-20 23:50:00+00:00
2023-12-21 00:00:00+00:00,40,-2.5,-2.4,1.0,142.0,0.0,98.0,-2.7,2023-12-21 00:00:00+00:00
2023-12-21 00:10:00+00:00,40,-2.5,,,,,,,2023-12-21 00:10:00+00:00
2023-12-21 00:20:00+00:00,40,-2.5,,,,,,,2023-12-21 00:20:00+00:00
2023-12-21 00:30:00+00:00,40,-2.5,,,,,,,2023-12-21 00:30:00+00:00
2023-12-21 00:40:00+00:00,40,-2.6,,,,,,,2023-12-21 00:40:00+00:00
2023-12-21 00:50:00+00:00,40,-2.6,,,,,,,2023-12-21 00:50:00+00:00
2023-12-21 01:00:00+00:00,41,-2.6,-2.5,3.0,137.0,0.2,97.0,-3.0,2023-12-21 01:00:00+00:00
2023-12-21 01:10:00+00:00,41,-2.6,,,,,,,2023-12-21 01:10:00+00:00
2023-12-21 01:20:00+00:00,41,-2.7,,,,,,,2023-12-21 01:20:00+00:00
2023-12-21 01:30:00+00:00,41,-2.7,,,,,,,2023-12-21 01:30:00+00:00
2023-12-21 01:40:00+00:00,41,-2.6,,,,,,,2023-12-21 01:40:00+00:00
2023-12-21 01:50:00+00:00,41,-2.6,,,,,,,2023-12-21 01:50:00+00:00
2023-12-21 02:00:00+00:00,42,-2.6,-2.5,3.9,141.0,0.5,97.0,-3.0,2023-12-21 02:00:00+00:00
2023-12-21 02:10:00+00:00,42,-2.6,,,,,,,2023-12-21 02:10:00+00:00
2023-12-21 02:20:00+00:00,43,-2.6,,,,,,,2023-12-21 02:20:00+00:00
2023-12-21 02:30:00+00:00,43,-2.4,,,,,,,2023-12-21 02:30:00+00:00
2023-12-21 02:40:00+00:00,44,-2.3,,,,,,,2023-12-21 02:40:00+00:00
2023-12-21 02:50:00+00:00,44,-2.1,,,,,,,2023-12-21 02:50:00+00:00
2023-12-21 03:00:00+00:00,44,-2.0,-1.9,4.8,152.0,1.2,98.0,-2.2,2023-12-21 03:00:00+00:00
2023-12-21 03:10:00+00:00,45,-1.9,,,,,,,2023-12-21 03:10:00+00:00
2023-12-21 03:20:00+00:00,45,-1.8,,,,,,,2023-12-21 03:20:00+00:00
2023-12-21 03:30:00+00:00,45,-1.7,,,,,,,2023-12-21 03:30:00+00:00
2023-12-21 03:40:00+00:00,46,-1.4,,,,,,,2023-12-21 03:40:00+00:00
2023-12-21 03:50:00+00:00,46,-1.2,,,,,,,2023-12-21 03:50:00+00:00
2023-12-21 04:00:00+00:00,46,-1.1,-1.0,3.5,148.0,0.9,98.0,-1.2,2023-12-21 04:00:00+00:00
2023-12-21 04:10:00+00:00,46,-1.0,,,,,,,2023-12-21 04:10:00+00:00
2023-12-21 04:20:00+00:00,47,-1.0,,,,,,,2023-12-21 04:20:00+00:00
2023-12-21 04:30:00+00:00,47,-1.0,,,,,,,2023-12-21 04:30:00+00:00
2023-12-21 04:40:00+00:00,47,-0.9,,,,,,,2023-12-21 04:40:00+00:00
2023-12-21 04:50:00+00:00,47,-0.9,,,,,,,2023-12-21 04:50:00+00:00
2023-12-21 05:00:00+00:00,47,-0.8,-0.7,2.8,153.0,0.8,98.0,-0.9,2023-12-21 05:00:00+00:00
2023-12-21 05:10:00+00:00,48,-0.8,,,,,,,2023-12-21 05:10:00+00:00
2023-12-21 05:20:00+00:00,48,-0.8,,,,,,,2023-12-21 05:20:00+00:00
2023-12-21 05:30:00+00:00,48,-0.8,,,,,,,2023-12-21 05:30:00+00:00
2023-12-21 05:40:00+00:00,48,-0.7,,,,,,,2023-12-21 05:40:00+00:00
2023-12-21 05:50:00+00:00,48,-0.6,,,,,,,2023-12-21 05:50:00+00:00
2023-12-21 06:00:00+00:00,49,-0.5,-0.4,1.6,159.0,0.6,99.0,-0.7,2023-12-21 06:00:00+00:00
2023-12-21 06:10:00+00:00,49,-0.5,,,,,,,2023-12-21 06:10:00+00:00
2023-12-21 06:20:00+00:00,49,-0.5,,,,,,,2023-12-21 06:20:00+00:00
2023-12-21 06:30:00+00:00,50,-0.5,,,,,,,2023-12-21 06:30:00+00:00
2023-12-21 06:40:00+00:00,50,-0.4,,,,,,,2023-12-21 06:40:00+00:00
2023-12-21 06:50:00+00:00,51,-0.5,,,,,,,2023-12-21 06:50:00+00:00
2023-12-21 07:00:00+00:00,51,-0.5,-0.4,1.9,153.0,0.4,99.0,-0.7,2023-12-21 07:00:00+00:00
2023-12-21 07:10:00+00:00,52,-0.5,,,,,,,2023-12-21 07:10:00+00:00
2023-12-21 07:20:00+00:00,52,-0.6,,,,,,,2023-12-21 07:20:00+00:00
2023-12-21 07:30:00+00:00,53,-0.6,,,,,,,2023-12-21 07:30:00+00:00
2023-12-21 07:40:00+00:00,53,-0.6,,,,,,,2023-12-21 07:40:00+00:00
2023-12-21 07:50:00+00:00,53,-0.7,,,,,,,2023-12-21 07:50:00+00:00
2023-12-21 08:00:00+00:00,53,-0.7,-0.7,1.5,118.0,0.0,99.0,-0.9,2023-12-21 08:00:00+00:00
2023-12-21 08:10:00+00:00,55,-0.8,,,,,,,2023-12-21 08:10:00+00:00
2023-12-21 08:20:00+00:00,55,-0.8,,,,,,,2023-12-21 08:20:00+00:00
2023-12-21 08:30:00+00:00,56,-0.8,,,,,,,2023-12-21 08:30:00+00:00
2023-12-21 08:40:00+00:00,57,-0.6,,,,,,,2023-12-21 08:40:00+00:00
2023-12-21 08:50:00+00:00,57,-0.6,,,,,,,2023-12-21 08:50:00+00:00
2023-12-21 09:00:00+00:00,57,-0.7,-0.6,0.0,0.0,0.3,99.0,-0.9,2023-12-21 09:00:00+00:00
2023-12-21 09:10:00+00:00,57,-0.7,,,,,,,2023-12-21 09:10:00+00:00
2023-12-21 09:20:00+00:00,57,-0.4,,,,,,,2023-12-21 09:20:00+00:00
2023-12-21 09:30:00+00:00,57,-0.2,,,,,,,2023-12-21 09:30:00+00:00
2023-12-21 09:40:00+00:00,57,0.0,,,,,,,2023-12-21 09:40:00+00:00
2023-12-21 09:50:00+00:00,57,-0.1,,,,,,,2023-12-21 09:50:00+00:00
2023-12-21 10:00:00+00:00,57,-0.1,0.1,2.9,334.0,0.0,98.0,0.0,2023-12-21 10:00:00+00:00
2023-12-21 10:10:00+00:00,57,-0.1,,,,,,,2023-12-21 10:10:00+00:00
2023-12-21 10:20:00+00:00,57,-0.2,,,,,,,2023-12-21 10:20:00+00:00
2023-12-21 10:30:00+00:00,57,-0.5,,,,,,,2023-12-21 10:30:00+00:00
2023-12-21 10:40:00+00:00,57,-0.5,,,,,,,2023-12-21 10:40:00+00:00
2023-12-21 10:50:00+00:00,57,-0.6,,,,,,,2023-12-21 10:50:00+00:00
2023-12-21 11:00:00+00:00,57,-0.6,-0.1,3.2,351.0,0.1,96.0,-0.5,2023-12-21 11:00:00+00:00
2023-12-21 11:10:00+00:00,56,-0.4,,,,,,,2023-12-21 11:10:00+00:00
2023-12-21 11:20:00+00:00,56,-0.2,,,,,,,2023-12-21 11:20:00+00:00
2023-12-21 11:30:00+00:00,56,-1.3,,,,,,,2023-12-21 11:30:00+00:00
2023-12-21 11:40:00+00:00,56,-1.6,,,,,,,2023-12-21 11:40:00+00:00
2023-12-21 11:50:00+00:00,56,-2.1,,,,,,,2023-12-21 11:50:00+00:00
2023-12-21 12:00:00+00:00,56,-1.5,-0.2,0.4,118.0,0.5,96.0,-0.7,2023-12-21 12:00:00+00:00
2023-12-21 12:10:00+00:00,56,-1.7,,,,,,,2023-12-21 12:10:00+00:00
2023-12-21 12:20:00+00:00,56,-1.7,,,,,,,2023-12-21 12:20:00+00:00
2023-12-21 12:30:00+00:00,56,-1.8,,,,,,,2023-12-21 12:30:00+00:00
2023-12-21 12:40:00+00:00,56,-1.0,,,,,,,2023-12-21 12:40:00+00:00
2023-12-21 12:50:00+00:00,56,-0.6,,,,,,,2023-12-21 12:50:00+00:00
2023-12-21 13:00:00+00:00,56,-0.9,-0.9,3.1,321.0,0.1,98.0,-1.2,2023-12-21 13:00:00+00:00
2023-12-21 13:10:00+00:00,56,-0.8,,,,,,,2023-12-21 13:10:00+00:00
2023-12-21 13:20:00+00:00,56,-0.9,,,,,,,2023-12-21 13:20:00+00:00
2023-12-21 13:30:00+00:00,56,-1.7,,,,,,,2023-12-21 13:30:00+00:00
2023-12-21 13:40:00+00:00,56,-1.3,,,,,,,2023-12-21 13:40:00+00:00
2023-12-21 13:50:00+00:00,56,-1.5,,,,,,,2023-12-21 13:50:00+00:00
2023-12-21 14:00:00+00:00,56,-1.2,-0.9,3.6,317.0,0.1,98.0,-1.2,2023-12-21 14:00:00+00:00
2023-12-21 14:10:00+00:00,56,-1.2,,,,,,,2023-12-21 14:10:00+00:00
2023-12-21 14:20:00+00:00,56,-1.2,,,,,,,2023-12-21 14:20:00+00:00
2023-12-21 14:30:00+00:00,55,-1.2,,,,,,,2023-12-21 14:30:00+00:00
2023-12-21 14:40:00+00:00,55,-1.1,,,,,,,2023-12-21 14:40:00+00:00
2023-12-21 14:50:00+00:00,55,-1.1,,,,,,,2023-12-21 14:50:00+00:00
2023-12-21 15:00:00+00:00,56,-1.0,-1.0,3.0,333.0,0.0,98.0,-1.2,2023-12-21 15:00:00+00:00
2023-12-21 15:10:00+00:00,56,-1.0,,,,,,,2023-12-21 15:10:00+00:00
2023-12-21 15:20:00+00:00,56,-1.1,,,,,,,2023-12-21 15:20:00+00:00
2023-12-21 15:30:00+00:00,56,-1.3,,,,,,,2023-12-21 15:30:00+00:00
2023-12-21 15:40:00+00:00,55,-1.4,,,,,,,2023-12-21 15:40:00+00:00
2023-12-21 15:50:00+00:00,55,-1.7,,,,,,,2023-12-21 15:50:00+00:00
2023-12-21 16:00:00+00:00,54,-1.9,-1.7,10.4,337.0,0.0,94.0,-2.4,2023-12-21 16:00:00+00:00
2023-12-21 16:10:00+00:00,52,-1.9,,,,,,,2023-12-21 16:10:00+00:00
2023-12-21 16:20:00+00:00,49,-2.1,,,,,,,2023-12-21 16:20:00+00:00
2023-12-21 16:30:00+00:00,49,-2.1,,,,,,,2023-12-21 16:30:00+00:00
2023-12-21 16:40:00+00:00,47,-2.1,,,,,,,2023-12-21 16:40:00+00:00
2023-12-21 16:50:00+00:00,46,-1.9,,,,,,,2023-12-21 16:50:00+00:00
2023-12-21 17:00:00+00:00,45,-1.8,-1.8,9.4,337.0,0.0,97.0,-2.2,2023-12-21 17:00:00+00:00
2023-12-21 17:10:00+00:00,44,-1.9,,,,,,,2023-12-21 17:10:00+00:00
2023-12-21 17:20:00+00:00,44,-2.1,,,,,,,2023-12-21 17:20:00+00:00
2023-12-21 17:30:00+00:00,44,-2.1,,,,,,,2023-12-21 17:30:00+00:00
2023-12-21 17:40:00+00:00,43,-2.2,,,,,,,2023-12-21 17:40:00+00:00
2023-12-21 17:50:00+00:00,42,-2.4,,,,,,,2023-12-21 17:50:00+00:00
2023-12-21 18:00:00+00:00,42,-2.4,-2.4,9.9,336.0,0.6,96.0,-3.0,2023-12-21 18:00:00+00:00
2023-12-21 18:10:00+00:00,40,-2.6,,,,,,,2023-12-21 18:10:00+00:00
2023-12-21 18:20:00+00:00,40,-2.6,,,,,,,2023-12-21 18:20:00+00:00
2023-12-21 18:30:00+00:00,40,-2.8,,,,,,,2023-12-21 18:30:00+00:00
2023-12-21 18:40:00+00:00,39,-3.0,,,,,,,2023-12-21 18:40:00+00:00
2023-12-21 18:50:00+00:00,37,-3.1,,,,,,,2023-12-21 18:50:00+00:00
2023-12-21 19:00:00+00:00,36,-3.2,-3.2,10.9,341.0,0.9,93.0,-4.1,2023-12-21 19:00:00+00:00
2023-12-21 19:10:00+00:00,35,-3.4,,,,,,,2023-12-21 19:10:00+00:00
2023-12-21 19:20:00+00:00,35,-3.6,,,,,,,2023-12-21 19:20:00+00:00
2023-12-21 19:30:00+00:00,34,-3.5,,,,,,,2023-12-21 19:30:00+00:00
2023-12-21 19:40:00+00:00,33,-4.0,,,,,,,2023-12-21 19:40:00+00:00
2023-12-21 19:50:00+00:00,32,-4.0,,,,,,,2023-12-21 19:50:00+00:00
2023-12-21 20:00:00+00:00,32,-3.8,-3.5,8.3,336.0,0.2,89.0,-5.0,2023-12-21 20:00:00+00:00
2023-12-21 20:10:00+00:00,32,-3.9,,,,,,,2023-12-21 20:10:00+00:00
2023-12-21 20:20:00+00:00,32,-4.4,,,,,,,2023-12-21 20:20:00+00:00
2023-12-21 20:30:00+00:00,32,-4.5,,,,,,,2023-12-21 20:30:00+00:00
2023-12-21 20:40:00+00:00,31,-4.0,,,,,,,2023-12-21 20:40:00+00:00
2023-12-21 20:50:00+00:00,30,-3.9,,,,,,,2023-12-21 20:50:00+00:00
2023-12-21 21:00:00+00:00,30,-4.2,-4.1,9.6,335.0,1.0,95.0,-4.7,2023-12-21 21:00:00+00:00
2023-12-21 21:10:00+00:00,30,-4.2,,,,,,,2023-12-21 21:10:00+00:00
2023-12-21 21:20:00+00:00,30,-4.4,,,,,,,2023-12-21 21:20:00+00:00
2023-12-21 21:30:00+00:00,30,-4.4,,,,,,,2023-12-21 21:30:00+00:00
2023-12-21 21:40:00+00:00,30,-4.5,,,,,,,2023-12-21 21:40:00+00:00
2023-12-21 21:50:00+00:00,30,-4.5,,,,,,,2023-12-21 21:50:00+00:00
2023-12-21 22:00:00+00:00,30,-4.5,-4.3,7.6,334.0,0.3,94.0,-5.3,2023-12-21 22:00:00+00:00
2023-12-21 22:10:00+00:00,30,-4.6,,,,,,,2023-12-21 22:10:00+00:00
2023-12-21 22:20:00+00:00,30,-4.6,,,,,,,2023-12-21 22:20:00+00:00
2023-12-21 22:30:00+00:00,30,-5.3,,,,,,,2023-12-21 22:30:00+00:00
2023-12-21 22:40:00+00:00,30,-4.8,,,,,,,2023-12-21 22:40:00+00:00
2023-12-21 22:50:00+00:00,30,-5.2,,,,,,,2023-12-21 22:50:00+00:00
2023-12-21 23:00:00+00:00,30,-4.6,-4.1,4.1,329.0,0.0,90.0,-5.3,2023-12-21 23:00:00+00:00
2023-12-21 23:10:00+00:00,29,-4.5,,,,,,,2023-12-21 23:10:00+00:00
2023-12-21 23:20:00+00:00,29,-5.1,,,,,,,2023-12-21 23:20:00+00:00
2023-12-21 23:30:00+00:00,29,-5.8,,,,,,,2023-12-21 23:30:00+00:00
2023-12-21 23:40:00+00:00,29,-5.2,,,,,,,2023-12-21 23:40:00+00:00
2023-12-21 23:50:00+00:00,29,-5.0,,,,,,,2023-12-21 23:50:00+00:00
2023-12-22 00:00:00+00:00,29,-4.7,-4.3,2.7,331.0,0.2,96.0,-5.0,2023-12-22 00:00:00+00:00
2023-12-22 00:10:00+00:00,29,-4.6,,,,,,,2023-12-22 00:10:00+00:00
2023-12-22 00:20:00+00:00,29,-4.5,,,,,,,2023-12-22 00:20:00+00:00
2023-12-22 00:30:00+00:00,29,-4.4,,,,,,,2023-12-22 00:30:00+00:00
2023-12-22 00:40:00+00:00,29,-4.2,,,,,,,2023-12-22 00:40:00+00:00
2023-12-22 00:50:00+00:00,30,-4.2,,,,,,,2023-12-22 00:50:00+00:00
2023-12-22 01:00:00+00:00,30,-3.8,-3.6,4.4,332.0,0.2,96.0,-4.1,2023-12-22 01:00:00+00:00
2023-12-22 01:10:00+00:00,29,-3.7,,,,,,,2023-12-22 01:10:00+00:00
2023-12-22 01:20:00+00:00,29,-3.7,,,,,,,2023-12-22 01:20:00+00:00
2023-12-22 01:30:00+00:00,29,-3.9,,,,,,,2023-12-22 01:30:00+00:00
2023-12-22 01:40:00+00:00,29,-4.2,,,,,,,2023-12-22 01:40:00+00:00
2023-12-22 01:50:00+00:00,28,-4.3,,,,,,,2023-12-22 01:50:00+00:00
2023-12-22 02:00:00+00:00,28,-4.4,-3.8,9.2,340.0,0.8,87.0,-5.7,2023-12-22 02:00:00+00:00
2023-12-22 02:10:00+00:00,27,-4.4,,,,,,,2023-12-22 02:10:00+00:00
2023-12-22 02:20:00+00:00,27,-4.3,,,,,,,2023-12-22 02:20:00+00:00
2023-12-22 02:30:00+00:00,26,-4.4,,,,,,,2023-12-22 02:30:00+00:00
2023-12-22 02:40:00+00:00,26,-4.3,,,,,,,2023-12-22 02:40:00+00:00
2023-12-22 02:50:00+00:00,26,-4.3,,,,,,,2023-12-22 02:50:00+00:00
2023-12-22 03:00:00+00:00,26,-4.4,-4.3,6.7,329.0,0.5,96.0,-5.0,2023-12-22 03:00:00+00:00
2023-12-22 03:10:00+00:00,26,-4.6,,,,,,,2023-12-22 03:10:00+00:00
2023-12-22 03:20:00+00:00,26,-5.0,,,,,,,2023-12-22 03:20:00+00:00
2023-12-22 03:30:00+00:00,26,-5.4,,,,,,,2023-12-22 03:30:00+00:00
2023-12-22 03:40:00+00:00,26,-6.0,,,,,,,2023-12-22 03:40:00+00:00
2023-12-22 03:50:00+00:00,26,-6.4,,,,,,,2023-12-22 03:50:00+00:00
2023-12-22 04:00:00+00:00,26,-6.6,-4.7,6.0,340.0,0.0,78.0,-7.8,2023-12-22 04:00:00+00:00
2023-12-22 04:10:00+00:00,26,-6.6,,,,,,,2023-12-22 04:10:00+00:00
2023-12-22 04:20:00+00:00,26,-6.4,,,,,,,2023-12-22 04:20:00+00:00
2023-12-22 04:30:00+00:00,26,-6.5,,,,,,,2023-12-22 04:30:00+00:00
2023-12-22 04:40:00+00:00,26,-6.1,,,,,,,2023-12-22 04:40:00+00:00
2023-12-22 04:50:00+00:00,26,-5.9,,,,,,,2023-12-22 04:50:00+00:00
2023-12-22 05:00:00+00:00,26,-5.8,-4.6,4.1,335.0,0.0,80.0,-7.8,2023-12-22 05:00:00+00:00
2023-12-22 05:10:00+00:00,26,-5.6,,,,,,,2023-12-22 05:10:00+00:00
2023-12-22 05:20:00+00:00,26,-5.6,,,,,,,2023-12-22 05:20:00+00:00
2023-12-22 05:30:00+00:00,26,-6.2,,,,,,,2023-12-22 05:30:00+00:00
2023-12-22 05:40:00+00:00,26,-7.0,,,,,,,2023-12-22 05:40:00+00:00
2023-12-22 05:50:00+00:00,26,-6.3,,,,,,,2023-12-22 05:50:00+00:00
2023-12-22 06:00:00+00:00,26,-6.2,-4.7,8.3,346.0,0.1,73.0,-8.9,2023-12-22 06:00:00+00:00
2023-12-22 06:10:00+00:00,26,-6.2,,,,,,,2023-12-22 06:10:00+00:00
2023-12-22 06:20:00+00:00,26,-6.8,,,,,,,2023-12-22 06:20:00+00:00
2023-12-22 06:30:00+00:00,26,-6.6,,,,,,,2023-12-22 06:30:00+00:00
2023-12-22 06:40:00+00:00,26,-6.4,,,,,,,2023-12-22 06:40:00+00:00
2023-12-22 06:50:00+00:00,25,-6.5,,,,,,,2023-12-22 06:50:00+00:00
2023-12-22 07:00:00+00:00,26,-7.0,-5.0,4.4,344.0,0.0,77.0,-8.5,2023-12-22 07:00:00+00:00
2023-12-22 07:10:00+00:00,26,-6.3,,,,,,,2023-12-22 07:10:00+00:00
2023-12-22 07:20:00+00:00,26,-6.8,,,,,,,2023-12-22 07:20:00+00:00
2023-12-22 07:30:00+00:00,26,-6.9,,,,,,,2023-12-22 07:30:00+00:00
2023-12-22 07:40:00+00:00,26,-8.8,,,,,,,2023-12-22 07:40:00+00:00
2023-12-22 07:50:00+00:00,26,-9.5,,,,,,,2023-12-22 07:50:00+00:00
2023-12-22 08:00:00+00:00,26,-9.8,-5.7,4.6,345.0,0.0,70.0,-10.2,2023-12-22 08:00:00+00:00
2023-12-22 08:10:00+00:00,25,-9.6,,,,,,,2023-12-22 08:10:00+00:00
2023-12-22 08:20:00+00:00,26,-9.8,,,,,,,2023-12-22 08:20:00+00:00
2023-12-22 08:30:00+00:00,26,-10.7,,,,,,,2023-12-22 08:30:00+00:00
2023-12-22 08:40:00+00:00,26,-11.3,,,,,,,2023-12-22 08:40:00+00:00
2023-12-22 08:50:00+00:00,26,-11.6,,,,,,,2023-12-22 08:50:00+00:00
2023-12-22 09:00:00+00:00,26,-12.0,-6.7,3.1,326.0,0.0,72.0,-10.7,2023-12-22 09:00:00+00:00
2023-12-22 09:10:00+00:00,26,-12.1,,,,,,,2023-12-22 09:10:00+00:00
2023-12-22 09:20:00+00:00,26,-12.4,,,,,,,2023-12-22 09:20:00+00:00
2023-12-22 09:30:00+00:00,26,-12.7,,,,,,,2023-12-22 09:30:00+00:00
2023-12-22 09:40:00+00:00,26,-14.1,,,,,,,2023-12-22 09:40:00+00:00
2023-12-22 09:50:00+00:00,25,-15.3,,,,,,,2023-12-22 09:50:00+00:00
2023-12-22 10:00:00+00:00,25,-15.4,-8.1,0.3,143.0,0.0,79.0,-11.2,2023-12-22 10:00:00+00:00
2023-12-22 10:10:00+00:00,25,-15.2,,,,,,,2023-12-22 10:10:00+00:00
2023-12-22 10:20:00+00:00,25,-15.7,,,,,,,2023-12-22 10:20:00+00:00
2023-12-22 10:30:00+00:00,25,-16.1,,,,,,,2023-12-22 10:30:00+00:00
2023-12-22 10:40:00+00:00,25,-16.3,,,,,,,2023-12-22 10:40:00+00:00
2023-12-22 10:50:00+00:00,25,-15.2,,,,,,,2023-12-22 10:50:00+00:00
2023-12-22 11:00:00+00:00,25,-13.6,-6.8,1.9,323.0,0.0,73.0,-10.7,2023-12-22 11:00:00+00:00
2023-12-22 11:10:00+00:00,26,-13.1,,,,,,,2023-12-22 11:10:00+00:00
2023-12-22 11:20:00+00:00,26,-13.3,,,,,,,2023-12-22 11:20:00+00:00
2023-12-22 11:30:00+00:00,25,-14.0,,,,,,,2023-12-22 11:30:00+00:00
